"ORF","Kcode","ORF_alias","contig","Bin"
"ORF2797","KO00220","ORF2797","NODE_185_length_8505_cov_2.01685","Bin8"
"ORF2798","K00970","ORF2798","NODE_185_length_8505_cov_2.01685","Bin8"
"ORF2799","K00770","ORF2799","NODE_185_length_8505_cov_2.01685","Bin8"
"ORF2799","KO00660","ORF2799","NODE_185_length_8505_cov_2.01685","Bin8"
"ORF2799","KO00290","ORF2799","NODE_185_length_8505_cov_2.01685","Bin8"
"ORF2799","KO00650","ORF2799","NODE_185_length_8505_cov_2.01685","Bin8"
"ORF2800","K00290","ORF2800","NODE_185_length_8505_cov_2.01685","Bin8"
"ORF2800","KO00770","ORF2800","NODE_185_length_8505_cov_2.01685","Bin8"
"ORF2832","K00860","ORF2832","NODE_187_length_8368_cov_2.10566","Bin8"
"ORF2835","K00680","ORF2835","NODE_187_length_8368_cov_2.10566","Bin8"
"ORF2836","K00680","ORF2836","NODE_187_length_8368_cov_2.10566","Bin8"
"ORF2837","K00680","ORF2837","NODE_187_length_8368_cov_2.10566","Bin8"
"ORF2838","K00680","ORF2838","NODE_187_length_8368_cov_2.10566","Bin8"
"ORF2839","K00400","ORF2839","NODE_1880_length_277_cov_2.17","Unbinned"
"ORF2852","K00260","ORF2852","NODE_188_length_8308_cov_292.557","Bin7"
"ORF2852","KO00270","ORF2852","NODE_188_length_8308_cov_292.557","Bin7"
"ORF2869","K00780","ORF2869","NODE_189_length_8243_cov_75.4029","Bin1"
"ORF2871","K00520","ORF2871","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2871","KO00550","ORF2871","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2882","K00061","ORF2882","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2882","KO00780","ORF2882","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2883","K00471","ORF2883","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2883","KO00550","ORF2883","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2888","K00520","ORF2888","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2889","K00030","ORF2889","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2889","KO00230","ORF2889","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2892","K00290","ORF2892","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2892","KO00770","ORF2892","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2895","K00750","ORF2895","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2897","K00540","ORF2897","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2897","KO00520","ORF2897","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2898","K00290","ORF2898","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2898","KO00620","ORF2898","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2898","KO00660","ORF2898","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2900","K00473","ORF2900","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2900","KO00550","ORF2900","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2927","K00860","ORF2927","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2929","K00860","ORF2929","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2933","K00920","ORF2933","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2935","K00920","ORF2935","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2935","KO00450","ORF2935","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2935","KO00230","ORF2935","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2935","KO00261","ORF2935","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2937","K00920","ORF2937","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2946","K00520","ORF2946","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2962","K00230","ORF2962","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2966","K00790","ORF2966","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2967","K00790","ORF2967","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2969","K00780","ORF2969","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2969","KO00785","ORF2969","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2971","K00770","ORF2971","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2984","K00052","ORF2984","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2985","K00240","ORF2985","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2985","KO00550","ORF2985","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2992","K00190","ORF2992","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2992","KO00195","ORF2992","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2994","K00190","ORF2994","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF2994","KO00195","ORF2994","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF3003","K00770","ORF3003","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF3003","KO00660","ORF3003","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF3003","KO00290","ORF3003","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF3003","KO00650","ORF3003","NODE_18_length_159672_cov_1515.51","Bin1"
"ORF3015","K00220","ORF3015","NODE_1909_length_269_cov_1.44271","Unbinned"
"ORF3015","KO00250","ORF3015","NODE_1909_length_269_cov_1.44271","Unbinned"
"ORF3019","K00790","ORF3019","NODE_190_length_8214_cov_1.98243","Bin8"
"ORF3021","K00400","ORF3021","NODE_190_length_8214_cov_1.98243","Bin8"
"ORF3027","K00052","ORF3027","NODE_1915_length_269_cov_5.42188","Unbinned"
"ORF3027","KO00520","ORF3027","NODE_1915_length_269_cov_5.42188","Unbinned"
"ORF3080","K00670","ORF3080","NODE_194_length_7899_cov_4.4743","Bin8"
"ORF3080","KO00970","ORF3080","NODE_194_length_7899_cov_4.4743","Bin8"
"ORF3089","K00534","ORF3089","NODE_1952_length_260_cov_3.30601","Unbinned"
"ORF3120","K00860","ORF3120","NODE_196_length_7819_cov_2.093","Bin8"
"ORF3151","K00983","ORF3151","NODE_1989_length_253_cov_1.21591","Unbinned"
"ORF3151","KO00480","ORF3151","NODE_1989_length_253_cov_1.21591","Unbinned"
"ORF3151","KO00230","ORF3151","NODE_1989_length_253_cov_1.21591","Unbinned"
"ORF3151","KO00240","ORF3151","NODE_1989_length_253_cov_1.21591","Unbinned"
"ORF3185","K00520","ORF3185","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3187","K00640","ORF3187","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3189","K00780","ORF3189","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3200","K00480","ORF3200","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3201","K00270","ORF3201","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3203","K00780","ORF3203","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3204","K00780","ORF3204","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3210","K00561","ORF3210","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3221","K00061","ORF3221","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3221","KO00780","ORF3221","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3223","K00680","ORF3223","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3223","KO00030","ORF3223","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3223","KO00051","ORF3223","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3223","KO00710","ORF3223","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3223","KO00010","ORF3223","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3227","K00564","ORF3227","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3229","K00340","ORF3229","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3235","K00450","ORF3235","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3235","KO00970","ORF3235","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3237","K00450","ORF3237","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3237","KO00561","ORF3237","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3238","K00061","ORF3238","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3240","K00450","ORF3240","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3241","K00051","ORF3241","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3242","K00051","ORF3242","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3245","K00710","ORF3245","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3245","KO00620","ORF3245","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3245","KO00010","ORF3245","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3245","KO00020","ORF3245","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3253","K00730","ORF3253","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3259","K00230","ORF3259","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3260","K00230","ORF3260","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3260","KO00670","ORF3260","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3260","KO00970","ORF3260","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3262","K00230","ORF3262","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3262","KO00250","ORF3262","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3264","K00471","ORF3264","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3264","KO00250","ORF3264","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3264","KO00220","ORF3264","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3264","KO00230","ORF3264","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3265","K00230","ORF3265","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3270","K00750","ORF3270","NODE_19_length_157067_cov_1400.26","Bin2"
"ORF3294","K00240","ORF3294","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3298","K00030","ORF3298","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3311","K00770","ORF3311","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3322","K00340","ORF3322","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3322","KO00670","ORF3322","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3323","K00400","ORF3323","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3330","K00340","ORF3330","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3332","K00230","ORF3332","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3337","K00230","ORF3337","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3343","K00130","ORF3343","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3345","K00380","ORF3345","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3345","KO00630","ORF3345","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3346","K00270","ORF3346","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3348","K00230","ORF3348","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3354","K00330","ORF3354","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3367","K00270","ORF3367","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3372","K00310","ORF3372","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3373","K00471","ORF3373","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3384","K00900","ORF3384","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3387","K00270","ORF3387","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3387","KO00330","ORF3387","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3388","K00480","ORF3388","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3388","KO00410","ORF3388","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3388","KO00270","ORF3388","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3388","KO00330","ORF3388","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3394","K00230","ORF3394","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3405","K00450","ORF3405","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3405","KO00970","ORF3405","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3417","K00240","ORF3417","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3431","K00780","ORF3431","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3445","K00430","ORF3445","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3445","KO00460","ORF3445","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3445","KO00480","ORF3445","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3446","K00520","ORF3446","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3446","KO00550","ORF3446","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3450","K00130","ORF3450","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3463","K00480","ORF3463","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3469","K00770","ORF3469","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3470","K00190","ORF3470","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3470","KO00195","ORF3470","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3478","K00230","ORF3478","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3478","KO00240","ORF3478","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3478","KO00760","ORF3478","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3493","K00760","ORF3493","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3497","K00190","ORF3497","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3497","KO00195","ORF3497","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3501","K00970","ORF3501","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3506","K00970","ORF3506","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3506","KO00240","ORF3506","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3534","K00550","ORF3534","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3535","K00471","ORF3535","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3536","K00240","ORF3536","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3537","K00052","ORF3537","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3544","K00190","ORF3544","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3544","KO00195","ORF3544","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3545","K00680","ORF3545","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3545","KO00030","ORF3545","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3545","KO00051","ORF3545","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3545","KO00710","ORF3545","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3545","KO00010","ORF3545","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3546","K00030","ORF3546","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3547","K00680","ORF3547","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3547","KO00030","ORF3547","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3547","KO00051","ORF3547","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3547","KO00710","ORF3547","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3547","KO00010","ORF3547","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3548","K00270","ORF3548","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3548","KO00450","ORF3548","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3553","K00240","ORF3553","NODE_1_length_391493_cov_8.91921","Bin8"
"ORF3591","K00720","ORF3591","NODE_2004_length_250_cov_1.24277","Unbinned"
"ORF3591","KO00710","ORF3591","NODE_2004_length_250_cov_1.24277","Unbinned"
"ORF3591","KO00620","ORF3591","NODE_2004_length_250_cov_1.24277","Unbinned"
"ORF3591","KO00680","ORF3591","NODE_2004_length_250_cov_1.24277","Unbinned"
"ORF3603","K00790","ORF3603","NODE_200_length_7444_cov_1.70191","Bin8"
"ORF3604","K00860","ORF3604","NODE_200_length_7444_cov_1.70191","Bin8"
"ORF3610","K00051","ORF3610","NODE_2015_length_249_cov_1.1686","Unbinned"
"ORF3610","KO00520","ORF3610","NODE_2015_length_249_cov_1.1686","Unbinned"
"ORF3636","K00480","ORF3636","NODE_202_length_7261_cov_123.785","Bin6"
"ORF3670","K00620","ORF3670","NODE_204_length_7249_cov_238.047","Bin7"
"ORF3683","K00860","ORF3683","NODE_205_length_7248_cov_6.40482","Bin8"
"ORF3685","K00860","ORF3685","NODE_205_length_7248_cov_6.40482","Bin8"
"ORF3686","K00860","ORF3686","NODE_205_length_7248_cov_6.40482","Bin8"
"ORF3715","K00534","ORF3715","NODE_207_length_7225_cov_28.8454","Bin8"
"ORF3727","K00670","ORF3727","NODE_2088_length_234_cov_0.917197","Unbinned"
"ORF3727","KO00720","ORF3727","NODE_2088_length_234_cov_0.917197","Unbinned"
"ORF3731","K00052","ORF3731","NODE_208_length_7201_cov_1.8091","Bin8"
"ORF3731","KO00520","ORF3731","NODE_208_length_7201_cov_1.8091","Bin8"
"ORF3753","K00983","ORF3753","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3753","KO00480","ORF3753","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3753","KO00230","ORF3753","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3753","KO00240","ORF3753","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3758","K00561","ORF3758","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3760","K00680","ORF3760","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3760","KO00620","ORF3760","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3760","KO00640","ORF3760","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3760","KO00770","ORF3760","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3760","KO00720","ORF3760","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3760","KO00430","ORF3760","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3762","K00620","ORF3762","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3762","KO00710","ORF3762","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3762","KO00720","ORF3762","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3763","K00030","ORF3763","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3763","KO00564","ORF3763","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3763","KO04070","ORF3763","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3763","KO00970","ORF3763","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3763","KO00561","ORF3763","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3768","K00340","ORF3768","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3768","KO00670","ORF3768","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3769","K00471","ORF3769","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3779","K00240","ORF3779","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3779","KO00525","ORF3779","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3779","KO00521","ORF3779","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3779","KO00523","ORF3779","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3786","K00770","ORF3786","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3787","K00410","ORF3787","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3787","KO00770","ORF3787","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3788","K00970","ORF3788","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3795","K00970","ORF3795","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3796","K00564","ORF3796","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3797","K00620","ORF3797","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3798","K00790","ORF3798","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3799","K00790","ORF3799","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3800","K00190","ORF3800","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3800","KO00195","ORF3800","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3800","KO00790","ORF3800","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3802","K00230","ORF3802","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3802","KO00240","ORF3802","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3802","KO00760","ORF3802","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3811","K00561","ORF3811","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3811","KO00564","ORF3811","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3813","K00760","ORF3813","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3818","K00550","ORF3818","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3822","K00230","ORF3822","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3822","KO00970","ORF3822","NODE_20_length_156815_cov_1211.72","Bin2"
"ORF3835","K00670","ORF3835","NODE_2109_length_231_cov_0.954545","Unbinned"
"ORF3835","KO00720","ORF3835","NODE_2109_length_231_cov_0.954545","Unbinned"
"ORF3840","K00680","ORF3840","NODE_210_length_7173_cov_2.24295","Bin8"
"ORF3851","K00052","ORF3851","NODE_211_length_7161_cov_4.3028","Bin8"
"ORF3851","KO00520","ORF3851","NODE_211_length_7161_cov_4.3028","Bin8"
"ORF3888","K00473","ORF3888","NODE_213_length_7127_cov_7.7173","Bin8"
"ORF3888","KO00550","ORF3888","NODE_213_length_7127_cov_7.7173","Bin8"
"ORF3903","K00970","ORF3903","NODE_214_length_7102_cov_1.7674","Bin8"
"ORF3916","K00970","ORF3916","NODE_2159_length_220_cov_54.3217","Unbinned"
"ORF3962","K00860","ORF3962","NODE_218_length_6851_cov_2.26779","Bin8"
"ORF3963","K00730","ORF3963","NODE_218_length_6851_cov_2.26779","Bin8"
"ORF3965","K00130","ORF3965","NODE_218_length_6851_cov_2.26779","Bin8"
"ORF3990","K00450","ORF3990","NODE_21_length_142273_cov_283.072","Bin7"
"ORF3990","KO00970","ORF3990","NODE_21_length_142273_cov_283.072","Bin7"
"ORF4021","K00740","ORF4021","NODE_21_length_142273_cov_283.072","Bin7"
"ORF4021","KO00970","ORF4021","NODE_21_length_142273_cov_283.072","Bin7"
"ORF4025","K00230","ORF4025","NODE_21_length_142273_cov_283.072","Bin7"
"ORF4025","KO00770","ORF4025","NODE_21_length_142273_cov_283.072","Bin7"
"ORF4027","K00240","ORF4027","NODE_21_length_142273_cov_283.072","Bin7"
"ORF4028","K00970","ORF4028","NODE_21_length_142273_cov_283.072","Bin7"
"ORF4031","K00900","ORF4031","NODE_21_length_142273_cov_283.072","Bin7"
"ORF4041","K00261","ORF4041","NODE_21_length_142273_cov_283.072","Bin7"
"ORF4041","KO00270","ORF4041","NODE_21_length_142273_cov_283.072","Bin7"
"ORF4041","KO00300","ORF4041","NODE_21_length_142273_cov_283.072","Bin7"
"ORF4041","KO00260","ORF4041","NODE_21_length_142273_cov_283.072","Bin7"
"ORF4050","K00220","ORF4050","NODE_21_length_142273_cov_283.072","Bin7"
"ORF4061","K00970","ORF4061","NODE_21_length_142273_cov_283.072","Bin7"
"ORF4074","K00760","ORF4074","NODE_220_length_6726_cov_1.76267","Bin8"
"ORF4074","KO00790","ORF4074","NODE_220_length_6726_cov_1.76267","Bin8"
"ORF4078","K00860","ORF4078","NODE_220_length_6726_cov_1.76267","Bin8"
"ORF4088","K00052","ORF4088","NODE_2215_length_187_cov_66.0909","Unbinned"
"ORF4088","KO00520","ORF4088","NODE_2215_length_187_cov_66.0909","Unbinned"
"ORF4092","K00270","ORF4092","NODE_2219_length_185_cov_17.9167","Unbinned"
"ORF4098","K00450","ORF4098","NODE_221_length_6713_cov_1.56525","Bin8"
"ORF4098","KO00970","ORF4098","NODE_221_length_6713_cov_1.56525","Bin8"
"ORF4121","K00052","ORF4121","NODE_223_length_6600_cov_56.6817","Bin8"
"ORF4121","KO00520","ORF4121","NODE_223_length_6600_cov_56.6817","Bin8"
"ORF4123","K00600","ORF4123","NODE_223_length_6600_cov_56.6817","Bin8"
"ORF4130","K00561","ORF4130","NODE_2246_length_166_cov_28.8876","Unbinned"
"ORF4130","KO00564","ORF4130","NODE_2246_length_166_cov_28.8876","Unbinned"
"ORF4130","KO04070","ORF4130","NODE_2246_length_166_cov_28.8876","Unbinned"
"ORF4146","K00230","ORF4146","NODE_225_length_6566_cov_1.91062","Bin8"
"ORF4146","KO00970","ORF4146","NODE_225_length_6566_cov_1.91062","Bin8"
"ORF4146","KO00270","ORF4146","NODE_225_length_6566_cov_1.91062","Bin8"
"ORF4156","K00230","ORF4156","NODE_226_length_6457_cov_1.74812","Bin8"
"ORF4156","KO00730","ORF4156","NODE_226_length_6457_cov_1.74812","Bin8"
"ORF4158","K00240","ORF4158","NODE_226_length_6457_cov_1.74812","Bin8"
"ORF4205","K00473","ORF4205","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4207","K00240","ORF4207","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4207","KO00983","ORF4207","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4208","K00790","ORF4208","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4209","K00790","ORF4209","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4210","K00620","ORF4210","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4210","KO00627","ORF4210","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4214","K00195","ORF4214","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4216","K00030","ORF4216","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4216","KO00680","ORF4216","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4223","K00770","ORF4223","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4224","K00970","ORF4224","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4228","K00730","ORF4228","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4230","K00550","ORF4230","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4235","K00520","ORF4235","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4235","KO00550","ORF4235","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4238","K00561","ORF4238","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4238","KO00564","ORF4238","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4253","K00230","ORF4253","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4253","KO00770","ORF4253","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4255","K00280","ORF4255","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4255","KO00620","ORF4255","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4255","KO00640","ORF4255","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4255","KO00010","ORF4255","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4255","KO00020","ORF4255","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4255","KO00260","ORF4255","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4255","KO00310","ORF4255","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4255","KO00380","ORF4255","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4258","K00970","ORF4258","NODE_22_length_130913_cov_1320.32","Bin2"
"ORF4259","K00790","ORF4259","NODE_22_length_130913_cov_1320.32","Bin2"
