target_id	t2A__length	t2A__eff_length	t2A__est_counts	t2A__tpm	t2B__length	t2B__eff_length	t2B__est_counts	t2B__tpm	t2C__length	t2C__eff_length	t2C__est_counts	t2C__tpm	t4A__length	t4A__eff_length	t4A__est_counts	t4A__tpm	t4B__length	t4B__eff_length	t4B__est_counts	t4B__tpm	t4C__length	t4C__eff_length	t4C__est_counts	t4C__tpm	t6A__length	t6A__eff_length	t6A__est_counts	t6A__tpm	t6B__length	t6B__eff_length	t6B__est_counts	t6B__tpm	t6C__length	t6C__eff_length	t6C__est_counts	t6C__tpm
NODE_166_length_9220_cov_280.385_3239_3514_+	273	96.4553	0	0	273	102.342	0	0	273	104.623	0	0	273	105.52	0	0	273	103.326	0	0	273	97.7448	0	0	273	94.6985	0	0	273	98.5812	0	0	273	100.021	0	0
NODE_166_length_9220_cov_280.385_3575_4468_+	891	675.255	0	0	891	685.06	0	0	891	692.231	0	0	891	693.575	0	0	891	685.171	0	0	891	679.333	0	0	891	673.408	0	0	891	686.224	0	0	891	690.568	0	0
NODE_166_length_9220_cov_280.385_4503_5127_-	618	402.656	0	0	618	412.809	0	0	618	419.751	0	0	618	421.043	0	0	618	412.712	0	0	618	406.921	0	0	618	401.38	0	0	618	413.59	0	0	618	417.947	0	0
NODE_166_length_9220_cov_280.385_5146_5930_+	777	561.287	0	0	777	571.099	0	0	777	578.279	0	0	777	579.595	0	0	777	571.2	0	0	777	565.364	0	0	777	559.48	0	0	777	572.224	0	0	777	576.608	0	0
NODE_166_length_9220_cov_280.385_6296_6511_-	213	58.7947	0	0	213	61.5172	0	0	213	62.9413	0	0	213	63.3193	0	0	213	62.3752	0	0	213	58.6822	0	0	213	55.939	0	0	213	58.2676	0	0	213	59.0809	0	0
NODE_166_length_9220_cov_280.385_6839_8421_-	1575	1359.26	0	0	1575	1369.06	0	0	1575	1376.23	0	0	1575	1377.58	0	0	1575	1369.17	0	0	1575	1363.3	0	0	1575	1357.41	0	0	1575	1370.18	0	0	1575	1374.57	0	0
NODE_166_length_9220_cov_280.385_8504_8909_-	399	194.015	0	0	399	204.646	0	0	399	209.354	0	0	399	210.272	0	0	399	204.797	0	0	399	198.936	0	0	399	194.549	0	0	399	202.819	0	0	399	205.964	0	0
NODE_166_length_9220_cov_280.385_9080_9220_-	138	19.044	0	0	138	19.2299	0	0	138	19.7848	0	0	138	19.7831	0	0	138	19.7263	0	0	138	19.5036	0	0	138	18.2454	0	0	138	19.0349	0	0	138	19.3076	0	0
NODE_1670_length_338_cov_32.341_1_338_+	336	142.149	0	0	336	151.049	1	1.61421	336	154.439	1	2.70169	336	155.483	1	1.26678	336	151.697	3	3.46838	336	145.623	2	2.55525	336	141.653	2	5.41987	336	147.594	0	0	336	150.103	2	6.32889
NODE_1671_length_337_cov_1.11154_1_337_-	336	142.149	0	0	336	151.049	0	0	336	154.439	0	0	336	155.483	0	0	336	151.697	0	0	336	145.623	0	0	336	141.653	0	0	336	147.594	0	0	336	150.103	0	0
NODE_1672_length_337_cov_91.0885_1_188_+	183	42.0661	0	0	183	43.4923	0	0	183	44.3875	0	0	183	44.5156	0	0	183	44.4089	0	0	183	42.1473	0	0	183	39.5994	0	0	183	41.441	0	0	183	41.9144	0	0
NODE_1672_length_337_cov_91.0885_204_337_-	129	14.7625	0	0	129	14.6696	0	0	129	15.0294	0	0	129	15.165	0	0	129	15.1551	0	0	129	15.2091	0	0	129	14.3478	0	0	129	14.818	0	0	129	15.0263	0	0
NODE_1673_length_337_cov_41.7423_1_337_+	336	142.149	3	2.27999	336	151.049	4	6.45684	336	194.157	6	12.8941	336	232.778	2	1.69228	336	151.697	0	0	336	145.623	0	0	336	141.653	1	2.70993	336	205.039	1	1.78191	336	207.293	2	4.58281
NODE_1674_length_336_cov_1.11197_1_336_+	333	139.81	0	0	333	148.56	0	0	333	151.927	0	0	333	153.004	0	0	333	149.236	0	0	333	143.167	0	0	333	139.21	0	0	333	145.079	0	0	333	147.607	0	0
NODE_1675_length_336_cov_193.436_1_336_-	333	139.81	0	0	333	148.56	0	0	333	151.927	0	0	333	153.004	0	0	333	149.236	0	0	333	143.167	0	0	333	139.21	0	0	333	145.079	0	0	333	147.607	0	0
NODE_1676_length_335_cov_0.728682_1_335_-	333	139.81	0	0	333	148.56	0	0	333	151.927	0	0	333	153.004	0	0	333	149.236	0	0	333	143.167	0	0	333	139.21	0	0	333	145.079	0	0	333	147.607	0	0
NODE_1677_length_335_cov_1.12403_1_211_+	207	55.3857	0	0	207	57.6709	0	0	207	59.11	0	0	207	59.3944	0	0	207	58.6007	0	0	207	55.3013	0	0	207	52.4015	0	0	207	54.8477	0	0	207	55.3552	0	0
NODE_1678_length_335_cov_44.3023_170_335_+	165	32.4718	0	0	165	33.151	0	0	165	33.9062	0	0	165	34.0965	0	0	165	34.0609	0	0	165	32.6534	0	0	165	30.4403	0	0	165	31.9479	0	0	165	32.5588	0	0
NODE_1679_length_334_cov_27.2646_51_334_-	279	100.549	0	0	279	106.813	0	0	279	109.029	0	0	279	109.977	0	0	279	107.526	1	1.63106	279	102.097	4	7.28919	279	98.8933	0	0	279	103.038	0	0	279	104.611	0	0
NODE_167_length_9151_cov_151.331_1190_1682_-	486	273.745	0	0	486	284.187	0	0	486	290.469	0	0	486	291.896	0	0	486	284.727	0	0	486	278.645	0	0	486	273.533	0	0	486	284.233	0	0	486	288.032	0	0
NODE_167_length_9151_cov_151.331_1842_3922_+	2076	1860.26	0	0	2076	1870.06	0	0	2076	1877.23	0	0	2076	1878.58	0	0	2076	1870.17	0	0	2076	1864.3	0	0	2076	1858.41	0	0	2076	1871.18	0	0	2076	1875.57	0	0
NODE_167_length_9151_cov_151.331_1_249_+	246	78.9451	0	0	246	83.5362	0	0	246	85.2864	0	0	246	85.2424	0	0	246	84.0893	0	0	246	79.0679	0	0	246	76.2849	0	0	246	79.3745	0	0	246	80.5334	0	0
NODE_167_length_9151_cov_151.331_388_1095_+	705	489.391	0	0	705	499.259	0	0	705	506.333	0	0	705	507.647	0	0	705	499.253	0	0	705	493.509	0	0	705	487.558	0	0	705	500.277	0	0	705	504.766	0	0
NODE_167_length_9151_cov_151.331_4050_5210_-	1158	942.255	0	0	1158	952.06	0	0	1158	959.231	0	0	1158	960.575	0	0	1158	952.171	0	0	1158	946.299	0	0	1158	940.408	0	0	1158	953.177	0	0	1158	957.568	0	0
NODE_167_length_9151_cov_151.331_5352_5435_-	81	82	0	0	81	82	0	0	81	49	0	0	81	80	0	0	81	38	0	0	81	53	0	0	81	82	0	0	81	26	0	0	81	75	0	0
NODE_167_length_9151_cov_151.331_5607_8334_+	2721	2505.26	0	0	2721	2515.06	0	0	2721	2522.23	0	0	2721	2523.58	0	0	2721	2515.17	0	0	2721	2509.3	0	0	2721	2503.41	0	0	2721	2516.18	0	0	2721	2520.57	0	0
NODE_167_length_9151_cov_151.331_8568_9060_+	489	276.537	0	0	489	287.043	0	0	489	293.307	0	0	489	294.768	0	0	489	287.596	0	0	489	281.433	0	0	489	276.29	0	0	489	287.137	0	0	489	290.983	0	0
NODE_167_length_9151_cov_151.331_9076_9151_-	72	73	0	0	72	73	0	0	72	40	0	0	72	71	0	0	72	29	0	0	72	44	0	0	72	73	0	0	72	17	0	0	72	66	0	0
NODE_1680_length_334_cov_66.8016_1_285_+	282	102.526	0	0	282	109.111	0	0	282	111.323	0	0	282	112.339	0	0	282	109.719	0	0	282	104.204	0	0	282	100.999	0	0	282	105.23	0	0	282	106.859	0	0
NODE_1681_length_333_cov_1.50781_1_333_+	327	135.24	0	0	327	143.702	0	0	327	146.961	0	0	327	147.988	0	0	327	144.456	0	0	327	138.374	0	0	327	134.472	0	0	327	140.242	0	0	327	142.682	0	0
NODE_1682_length_333_cov_1.12891_1_333_+	330	137.564	0	0	330	146.118	0	0	330	149.393	0	0	330	385.351	1	0.511124	330	146.901	0	0	330	380.006	1	0.489602	330	136.857	0	0	330	338.025	1	1.08088	330	145.104	0	0
NODE_1683_length_333_cov_48.4844_1_333_+	330	137.564	1	0.785328	330	202.078	2	2.41318	330	189.265	1	2.20456	330	191.287	3	3.08901	330	199.361	1	0.879713	330	140.797	0	0	330	136.857	1	2.80492	330	142.729	0	0	330	192.733	1	2.46451
NODE_1684_length_333_cov_75.2539_119_333_-	207	55.3857	0	0	207	57.6709	0	0	207	59.11	0	0	207	59.3944	0	0	207	58.6007	0	0	207	55.3013	0	0	207	52.4015	0	0	207	54.8477	0	0	207	55.3552	0	0
NODE_1685_length_332_cov_2.36471_1_332_-	330	137.564	0	0	330	146.118	0	0	330	149.393	0	0	330	150.486	0	0	330	146.901	0	0	330	140.797	0	0	330	136.857	0	0	330	142.729	0	0	330	145.104	0	0
NODE_1686_length_331_cov_1.1378_1_331_+	327	135.24	0	0	327	143.702	0	0	327	146.961	0	0	327	190.955	1	1.03146	327	144.456	0	0	327	138.374	0	0	327	134.472	0	0	327	140.242	0	0	327	142.682	0	0
NODE_1687_length_331_cov_1416.63_126_331_-	198	50.1571	0	0	198	52.1128	0	0	198	53.3691	0	0	198	53.6102	0	0	198	53.2057	0	0	198	50.2169	0	0	198	47.4054	0	0	198	49.782	0	0	198	50.2337	0	0
NODE_1687_length_331_cov_1416.63_1_77_-	75	76	0	0	75	76	0	0	75	43	0	0	75	74	0	0	75	32	0	0	75	47	0	0	75	76	0	0	75	20	0	0	75	69	0	0
NODE_1688_length_330_cov_0.956522_1_330_-	327	135.24	0	0	327	143.702	0	0	327	146.961	0	0	327	147.988	0	0	327	144.456	0	0	327	138.374	0	0	327	134.472	0	0	327	140.242	0	0	327	142.682	0	0
NODE_1689_length_330_cov_1.09486_1_330_-	327	135.24	0	0	327	143.702	0	0	327	146.961	0	0	327	147.988	0	0	327	144.456	0	0	327	138.374	0	0	327	134.472	0	0	327	140.242	0	0	327	142.682	0	0
NODE_168_length_9124_cov_78.7086_1725_2690_+	963	747.255	0	0	963	757.06	0	0	963	764.231	0	0	963	765.575	0	0	963	757.171	0	0	963	751.299	0	0	963	745.408	0	0	963	758.177	0	0	963	762.568	0	0
NODE_168_length_9124_cov_78.7086_1_459_+	456	245.64	0	0	456	256.365	0	0	456	262.026	0	0	456	263.215	0	0	456	256.898	0	0	456	250.599	0	0	456	245.685	0	0	456	255.419	0	0	456	259.191	0	0
NODE_168_length_9124_cov_78.7086_2742_4319_+	1575	1359.26	0	0	1575	1369.06	0	0	1575	1376.23	0	0	1575	1377.58	0	0	1575	1369.17	0	0	1575	1363.3	0	0	1575	1357.41	0	0	1575	1370.18	0	0	1575	1374.57	0	0
NODE_168_length_9124_cov_78.7086_4403_5323_+	918	702.255	0	0	918	712.06	0	0	918	719.231	0	0	918	720.575	0	0	918	712.171	0	0	918	706.299	0	0	918	700.408	0	0	918	713.201	0	0	918	717.568	0	0
NODE_168_length_9124_cov_78.7086_473_595_-	120	10.7689	0	0	120	10.4672	0	0	120	10.8788	0	0	120	10.9103	0	0	120	10.8743	0	0	120	10.9122	0	0	120	10.3997	0	0	120	10.8276	0	0	120	10.8406	0	0
NODE_168_length_9124_cov_78.7086_5354_6235_+	879	663.255	0	0	879	673.06	0	0	879	680.231	0	0	879	681.575	0	0	879	673.171	0	0	879	667.333	0	0	879	661.408	0	0	879	674.224	0	0	879	678.568	0	0
NODE_168_length_9124_cov_78.7086_6272_7009_+	735	519.315	0	0	735	529.208	0	0	735	536.321	0	0	735	537.595	0	0	735	529.227	0	0	735	523.446	0	0	735	517.52	0	0	735	530.242	0	0	735	534.645	0	0
NODE_168_length_9124_cov_78.7086_7092_8720_+	1626	1410.26	0	0	1626	1420.06	0	0	1626	1427.23	0	0	1626	1428.58	0	0	1626	1420.17	0	0	1626	1414.3	0	0	1626	1408.41	0	0	1626	1421.18	0	0	1626	1425.57	0	0
NODE_168_length_9124_cov_78.7086_739_1704_+	963	747.255	0	0	963	757.06	0	0	963	764.231	0	0	963	765.575	0	0	963	757.171	0	0	963	751.299	0	0	963	745.408	0	0	963	758.177	0	0	963	762.568	0	0
NODE_168_length_9124_cov_78.7086_8802_8885_+	81	82	0	0	81	82	0	0	81	49	0	0	81	80	0	0	81	38	0	0	81	53	0	0	81	82	0	0	81	26	0	0	81	75	0	0
NODE_168_length_9124_cov_78.7086_8957_9124_-	165	32.4718	0	0	165	33.151	0	0	165	33.9062	0	0	165	34.0965	0	0	165	34.0609	0	0	165	32.6534	0	0	165	30.4403	0	0	165	31.9479	0	0	165	32.5588	0	0
NODE_1690_length_330_cov_0.73913_1_330_-	330	137.564	2	1.57066	330	146.118	0	0	330	149.393	0	0	330	150.486	0	0	330	146.901	0	0	330	140.797	0	0	330	136.857	0	0	330	142.729	0	0	330	145.104	0	0
NODE_1691_length_329_cov_42.8333_1_329_-	327	135.24	0	0	327	143.702	3	5.09021	327	146.961	2	5.67831	327	147.988	2	2.66186	327	144.456	0	0	327	138.374	1	1.34456	327	134.472	0	0	327	140.242	0	0	327	142.682	0	0
NODE_1692_length_329_cov_69.5873_1_329_+	327	202.981	2	1.06446	327	197.597	6	7.40369	327	190.115	4	8.77882	327	147.988	0	0	327	195.708	1	0.896138	327	196.563	1	0.946523	327	134.472	4	11.4186	327	140.242	0	0	327	142.682	1	3.32901
NODE_1693_length_328_cov_3.49004_1_328_+	324	133.008	0	0	324	141.268	0	0	324	144.514	0	0	324	145.478	0	0	324	142.004	0	0	324	136	0	0	324	132.235	0	0	324	137.738	0	0	324	140.202	0	0
NODE_1694_length_327_cov_1.172_1_327_+	324	133.008	0	0	324	141.268	0	0	324	144.514	0	0	324	145.478	0	0	324	142.004	0	0	324	136	0	0	324	132.235	0	0	324	137.738	0	0	324	140.202	0	0
NODE_1695_length_327_cov_1.892_1_327_-	327	135.24	0	0	327	215.946	3	3.38729	327	146.961	0	0	327	147.988	0	0	327	144.456	0	0	327	138.374	0	0	327	134.472	0	0	327	140.242	0	0	327	142.682	0	0
NODE_1696_length_327_cov_10.996_1_327_+	324	133.008	0	0	324	141.268	0	0	324	144.514	0	0	324	145.478	0	0	324	142.004	0	0	324	136	0	0	324	132.235	0	0	324	137.738	0	0	324	140.202	0	0
NODE_1697_length_326_cov_1.15261_1_308_+	303	117.368	0	0	303	124.905	0	0	303	127.467	0	0	303	128.542	0	0	303	125.518	0	0	303	119.691	0	0	303	116.321	0	0	303	121.289	0	0	303	123.133	0	0
NODE_1699_length_326_cov_25.1888_1_326_+	324	133.008	0	0	324	141.268	1	1.72598	324	144.514	3	8.66169	324	145.478	0	0	324	142.004	1	1.23504	324	136	1	1.36803	324	132.235	0	0	324	137.738	0	0	324	140.202	0	0
NODE_169_length_9082_cov_2.05464_1453_3105_-	1650	2254.47	11	0.527114	1650	2260	35	3.77605	1650	2204.51	26	4.921	1650	2405.46	28	2.29268	1650	2384.61	52	3.82444	1650	2377.69	63	4.92968	1650	2214.79	82	14.2124	1650	2319.06	23	3.62359	1650	2301.61	32	6.60396
NODE_169_length_9082_cov_2.05464_1_481_-	480	492.332	5	1.09716	480	495.401	13	6.39828	480	477.33	7	6.11887	480	539.329	4	1.46079	480	524.592	5	1.67159	480	518.527	12	4.3057	480	451.201	4	3.40311	480	483.447	3	2.26724	480	480.055	2	1.97891
NODE_169_length_9082_cov_2.05464_3125_4910_-	1776	2277.81	11	0.521712	1776	2242.55	28	3.04434	1776	2213.74	23	4.33504	1776	2428.65	32	2.59518	1776	2392.55	20	1.46606	1776	2374.32	32	2.50753	1776	2229.01	53	9.12747	1776	2302.62	27	4.28417	1776	2311.57	48	9.86325
NODE_169_length_9082_cov_2.05464_482_1369_-	885	988.302	22	2.40486	885	1001.82	22	5.35437	885	960.614	17	7.38401	885	1100.31	19	3.40111	885	1073.72	12	1.96007	885	1043.06	13	2.31883	885	959.505	11	4.4008	885	1043.19	12	4.20282	885	1037.83	11	5.03444
NODE_169_length_9082_cov_2.05464_4942_6273_-	1329	1646.25	20	1.31248	1329	1702.72	21	3.00714	1329	1644.65	23	5.83506	1329	1757.65	42	4.7065	1329	1750.07	38	3.80812	1329	1744.08	63	6.72062	1329	1580.46	45	10.9299	1329	1676.31	46	10.026	1329	1678.26	41	11.6041
NODE_169_length_9082_cov_2.05464_6635_9082_+	2445	3750.86	5	0.144011	2445	3739.93	8	0.521559	2445	3685.49	7	0.792491	2445	3920.73	3	0.150708	2445	3939.67	3	0.13355	2445	3939.44	6	0.283368	2445	3720.9	3	0.309499	2445	3844.75	3	0.285087	2445	3858.29	7	0.861766
NODE_16_length_163994_cov_1416.61_10739_11321_+	579	229.667	12	5.64466	579	234.12	1	1.04145	579	237.825	1	1.75442	579	382.432	0	0	579	249.364	3	2.10994	579	251.262	1	0.74047	579	363.151	0	0	579	262.074	2	2.78824	579	272.099	1	1.74566
NODE_16_length_163994_cov_1416.61_109037_110047_+	1008	711.433	47342	7189	1008	708.332	15804	5440.1	1008	695.757	8812	5284.56	1008	745.255	8515	2250.41	1008	739.017	15533	3686.24	1008	745.355	12656	3159.13	1008	717.265	3116	1667.65	1008	744.16	1606	788.504	1008	739.666	966	620.337
NODE_16_length_163994_cov_1416.61_110382_111575_+	1191	996.608	8991	974.63	1191	1030.87	4783	1131.29	1191	1000.36	1627	678.613	1191	1022.45	2605	501.819	1191	1027.13	3777	644.917	1191	1054.84	3070	541.486	1191	987.364	1359	528.358	1191	1020.4	623	223.071	1191	1010.31	337	158.439
NODE_16_length_163994_cov_1416.61_111590_112345_+	753	632.933	15872	2709.13	753	651.625	5560	2080.43	753	632.709	2564	1690.85	753	679.569	2911	843.706	753	669.115	4986	1306.87	753	665.667	4554	1272.83	753	611.118	1357	852.395	753	647.816	680	383.514	753	657.058	434	313.742
NODE_16_length_163994_cov_1416.61_112532_114067_+	1533	1382.42	8852	691.761	1533	1413.78	1597	275.423	1533	1370.24	678	206.454	1533	1451.28	1597	216.739	1533	1454.28	2789	336.344	1533	1472.47	2613	330.161	1533	1400.59	1937	530.889	1533	1448.57	1025	258.529	1533	1457.22	803	261.744
NODE_16_length_163994_cov_1416.61_114382_116019_+	1635	1578.91	535	36.6061	1635	1594.07	291	44.5105	1635	1613.98	70	18.0963	1635	1704.81	544	62.8498	1635	1679.97	462	48.2307	1635	1679.51	415	45.9728	1635	1620.8	105	24.8683	1635	1665.68	126	27.6378	1635	1689	46	12.9364
NODE_16_length_163994_cov_1416.61_116201_117520_+	1317	1142.2	10385	982.248	1317	1154.28	1971	416.344	1317	1159.32	818	294.404	1317	1231.87	929	148.536	1317	1224.99	1644	235.37	1317	1213.31	1547	237.22	1317	1178.11	460	149.885	1317	1223.93	173	51.6431	1317	1237.47	136	52.2026
NODE_16_length_163994_cov_1416.61_117696_117935_+	237	73.2732	4272	6298.57	237	77.3093	1377	4342.9	237	79.039	624	3294.09	237	78.9359	1327	3311.15	237	77.8828	1399	3150.35	237	73.1956	1511	3840.73	237	70.4857	350	1906.13	237	73.3363	346	1723.78	237	74.336	277	1769.97
NODE_16_length_163994_cov_1416.61_11811_25646_+	13833	14089.8	10557	80.9455	13833	14057.3	5150	89.3266	13833	13959.1	1826	54.5803	13833	14669.1	4283	57.5079	13833	14683.7	5171	61.7619	13833	14765.6	4749	59.8392	13833	14134.3	1461	39.679	13833	14565	825	20.6951	13833	14698.6	489	15.8022
NODE_16_length_163994_cov_1416.61_118217_118768_+	549	250.275	1743	752.377	549	345.304	663	468.155	549	347.607	289	346.898	549	383.084	1201	617.492	549	364.88	1381	663.784	549	289.484	1337	859.292	549	264.733	375	543.761	549	350.948	459	477.853	549	362.5	250	327.58
NODE_16_length_163994_cov_1416.61_118959_121232_+	2271	2157.58	4962	248.454	2271	2155.52	1272	143.884	2271	2135.01	415	81.1036	2271	2318.08	1089	92.5298	2271	2298.21	1445	110.271	2271	2287.01	1148	93.3915	2271	2185.19	583	102.415	2271	2263.18	419	67.6423	2271	2269.22	231	48.3528
NODE_16_length_163994_cov_1416.61_121322_121708_+	384	181.23	2344	1397.28	384	201.687	775	936.917	384	228.588	289	527.517	384	221.026	1019	908.058	384	221.928	1215	960.167	384	215.48	996	859.978	384	227.942	528	889.19	384	232.462	596	936.739	384	241.564	398	782.595
NODE_16_length_163994_cov_1416.61_121838_122107_-	267	92.5303	331	386.456	267	98.1708	104	258.302	267	100.258	50	208.086	267	101.017	287	559.588	267	99.0109	376	666.02	267	93.5099	277	551.133	267	90.5491	173	733.412	267	94.2666	234	906.949	267	95.68	185	918.41
NODE_16_length_163994_cov_1416.61_122224_123528_+	1302	1263.37	1173	100.305	1302	1264.57	454	87.5369	1302	1236.03	144	48.61	1302	1293.82	306	46.5833	1302	1300.83	379	51.0976	1302	1303.99	410	58.4984	1302	1233.59	147	45.7437	1302	1278.04	60	17.1527	1302	1287.82	42	15.491
NODE_16_length_163994_cov_1416.61_1234_1338_-	102	2.52041	0	0	102	2.41571	0	0	102	2.52511	0	0	102	2.68224	0	0	102	2.51783	0	0	102	2.77691	0	0	102	2.53363	0	0	102	2.58125	0	0	102	2.73941	0	0
NODE_16_length_163994_cov_1416.61_123743_124015_+	270	94.4086	5847	6690.8	270	100.245	2034	4947.28	270	102.405	1031	4200.79	270	103.241	4388	8371.38	270	101.151	4257	7380.99	270	95.5845	5219	10158.6	270	92.6031	1828	7577.69	270	96.4748	2361	8941.42	270	97.8305	1631	7918.91
NODE_16_length_163994_cov_1416.61_124108_124952_+	840	610.711	1009	178.489	840	631.127	469	181.189	840	632.92	208	137.122	840	642.108	653	200.303	840	645.128	791	215.037	840	632.968	990	290.996	840	616.559	212	131.992	840	640.72	229	130.584	840	652.974	119	86.564
NODE_16_length_163994_cov_1416.61_125131_125587_+	453	293.945	956	351.357	453	334.924	547	398.215	453	337.211	238	294.488	453	375.934	451	236.291	453	376.135	699	325.924	453	359.462	771	399.057	453	304.51	197	248.342	453	355.341	137	140.864	453	368.2	117	150.935
NODE_16_length_163994_cov_1416.61_125690_125980_+	288	106.619	601	608.968	288	113.565	248	532.458	288	115.848	84	302.54	288	116.861	499	841.032	288	114.088	645	991.523	288	108.597	525	899.443	288	105.195	99	361.267	288	109.783	115	382.725	288	111.426	111	473.175
NODE_16_length_163994_cov_1416.61_126150_127211_+	1059	1037.31	739	76.9645	1059	1021.54	612	146.074	1059	990.889	261	109.902	1059	1073.6	363	66.5959	1059	1066.47	586	96.3679	1059	1065.02	572	99.9244	1059	1010.23	91	34.5786	1059	1041.75	80	28.0576	1059	1034.19	47	21.5865
NODE_16_length_163994_cov_1416.61_127438_130120_+	2676	2550.7	3843	162.768	2676	2532.15	2248	216.463	2676	2522.13	931	154.019	2676	2680.04	1924	141.399	2676	2679.17	2581	168.955	2676	2685.24	2279	157.905	2676	2620.8	686	100.479	2676	2671.84	538	73.5693	2676	2715.42	395	69.0948
NODE_16_length_163994_cov_1416.61_130130_132025_+	1890	1748.79	14235	879.379	1890	1728.28	6561	925.619	1890	1718.72	2727	662.022	1890	1836.65	4351	466.599	1890	1830.28	5350	512.647	1890	1822.84	5123	522.889	1890	1735.71	1113	246.153	1890	1806.28	910	184.069	1890	1832.12	610	158.147
NODE_16_length_163994_cov_1416.61_132054_132666_+	609	366.909	19231	5662.4	609	385.115	9904	6270.42	609	385.104	4033	4369.6	609	407.143	5888	2848.42	609	403.441	7535	3275.56	609	395.05	7522	3542.55	609	377.715	1536	1561.04	609	408.467	1104	987.498	609	417.513	763	868.041
NODE_16_length_163994_cov_1416.61_132775_134049_+	1272	1449.79	1608	119.822	1272	1495.44	1104	180.003	1272	1503.45	356	98.7992	1272	1553.7	326	41.3269	1272	1555.42	664	74.869	1272	1520.63	564	69.0063	1272	1439.37	231	61.6062	1272	1483.35	84	20.6899	1272	1492.41	58	18.4598
NODE_16_length_163994_cov_1416.61_134163_134387_+	222	64.3512	0	0	222	67.3278	0	0	222	68.9798	0	0	222	69.2419	0	0	222	68.0627	0	0	222	64.0958	0	0	222	61.366	0	0	222	63.7831	1	5.72821	222	64.7075	0	0
NODE_16_length_163994_cov_1416.61_134481_134771_+	288	106.619	261	264.46	288	113.565	106	227.583	288	115.848	42	151.27	288	116.861	95	160.116	288	114.088	104	159.873	288	108.597	101	173.036	288	105.195	28	102.176	288	109.783	25	83.2012	288	111.426	9	38.3655
NODE_16_length_163994_cov_1416.61_134857_135426_-	567	289.196	515	192.385	567	292.341	201	167.642	567	298.79	101	141.042	567	316.812	262	162.886	567	310.396	304	171.767	567	304.149	339	207.37	567	286.908	82	109.713	567	303.961	65	78.1305	567	309.168	44	67.5996
NODE_16_length_163994_cov_1416.61_135722_136402_+	678	649.741	396	65.8433	678	671.224	128	46.4964	678	691.59	43	25.9425	678	749.733	124	32.576	678	711.934	140	34.4882	678	698.319	125	33.3035	678	644.953	25	14.8798	678	687.625	18	9.56412	678	697.83	16	10.8907
NODE_16_length_163994_cov_1416.61_136440_136808_+	366	166.264	159	103.313	366	175.979	64	88.674	366	179.861	15	34.7974	366	180.99	54	58.7655	366	176.448	59	58.6433	366	170.172	64	69.9723	366	166.293	15	34.6261	366	173.466	10	21.0625	366	176.254	8	21.5594
NODE_16_length_163994_cov_1416.61_136861_137331_+	468	215.106	156	78.3481	468	222.966	67	73.268	468	221.951	20	37.598	468	237.057	47	39.0506	468	234.635	59	44.1002	468	234.39	83	65.8831	468	217.734	6	10.5782	468	236.311	11	17.0072	468	241.245	5	9.84461
NODE_16_length_163994_cov_1416.61_137343_139254_-	1902	1664.18	17	1.10359	1902	1660.09	6	0.881243	1902	1648.43	4	1.01247	1902	1781.09	6	0.663512	1902	1775.82	3	0.296282	1902	1760.75	11	1.16233	1902	1678.41	1	0.228712	1902	1697.18	0	0	1902	1775.34	1	0.26755
NODE_16_length_163994_cov_1416.61_139281_139496_-	213	58.7947	0	0	213	61.5172	0	0	213	62.9413	0	0	213	63.3193	0	0	213	62.3752	0	0	213	58.6822	0	0	213	55.939	0	0	213	58.2676	0	0	213	59.0809	0	0
NODE_16_length_163994_cov_1416.61_139664_140816_+	1149	939.153	3	0.345097	1149	939.824	1	0.259436	1149	950.231	0	0	1149	951.575	0	0	1149	974.754	2	0.359847	1149	973.265	4	0.764651	1149	944.02	2	0.81327	1149	944.177	0	0	1149	948.568	0	0
NODE_16_length_163994_cov_1416.61_140940_142832_+	1890	1592.45	1325	89.889	1890	1607.23	624	94.6635	1890	1583.47	218	57.4431	1890	1654.04	605	72.0429	1890	1651.92	738	78.3521	1890	1664.65	632	70.6362	1890	1581.7	191	46.3549	1890	1628.06	148	33.2135	1890	1634.32	91	26.4479
NODE_16_length_163994_cov_1416.61_143016_144152_+	1134	888.253	2155	262.1	1134	911.046	567	151.747	1134	917.065	245	111.47	1134	978.355	530	106.699	1134	968.623	648	117.328	1134	960.151	565	109.482	1134	916.977	153	64.05	1134	988.669	140	51.737	1134	998.79	101	48.0323
NODE_16_length_163994_cov_1416.61_144433_144783_+	348	151.533	673	479.805	348	160.918	170	257.585	348	164.427	62	157.329	348	165.573	696	827.948	348	161.396	832	904.094	348	155.195	601	720.495	348	151.508	395	1000.8	348	157.864	278	643.408	348	160.465	206	609.78
NODE_16_length_163994_cov_1416.61_144877_145151_+	270	94.4086	12	13.7318	270	100.245	6	14.5938	270	102.405	0	0	270	103.241	8	15.2623	270	101.151	7	12.1369	270	95.5845	5	9.73232	270	92.6031	1	4.14534	270	96.4748	2	7.57426	270	97.8305	1	4.85525
NODE_16_length_163994_cov_1416.61_145277_146653_-	1374	1303.56	1299	107.655	1374	1328.03	1553	285.129	1374	1307.27	624	199.164	1374	1391.57	124	17.5509	1374	1397.94	202	25.3423	1374	1394.68	275	36.6852	1374	1317.93	51	14.8547	1374	1374.94	26	6.90899	1374	1381.58	10	3.43804
